author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
VESPER;developer;https://www.cian.ru/sale/flat/307211222/;Москва;sale;flat;8;9;1;57.6;117936000;2023;-1;Монолитный;-1;Без отделки, чистовая с мебелью;-1;-1;+74951387184;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
COLDY;developer;https://www.cian.ru/sale/flat/307965932/;Москва;sale;flat;2;15;1;30.8;26977720;2027;-1;Монолитно-кирпичный;-1;Предчистовая, чистовая;-1;-1;+74951387020;Даниловский; Серпуховский Вал;7с16;Тульская;Дом 7 Даниловский
