author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
ПИК;developer;https://www.cian.ru/sale/flat/303687714/;Москва;sale;flat;2;9;1;34.5;7764397;2026;-1;Панельный;-1;Чистовая;9,9 м²;15,6 м²;+74951375440;;;4.3;Филатов Луг;Середневский Лес ЖК
;;https://www.cian.ru/sale/flat/277241812/;Москва;sale;flat;4;7;1;45.92;7760480;2024;-1;-1;-1;Без отделки;-1;-1;+74951376364;;;к6;Рассказовка;Эдельвейс ЖК
